Final.depth_m,Grayscale
132.1326372402 ,150.16
132.1328680802 ,146.8533
132.1330989202 ,148.6667
132.1333297602 ,162.6667
132.1335606002 ,176.4533
132.1337914402 ,172.96
132.1340222802 ,163.1867
132.1342531202 ,167.6933
132.1344839602 ,166.9867
132.1347148002 ,169.8
132.1349456402 ,171.2267
132.1351764802 ,169.1333
132.1354073202 ,167.52
132.1356381602 ,174.16
132.1358690002 ,178.6267
132.1360998402 ,183.6
132.1363306802 ,183.7467
132.1365615202 ,177.6667
132.1367923602 ,165.8933
132.1370232002 ,147.2
132.1372540402 ,148.88
132.1374848802 ,160.4533
132.1377157202 ,168.6133
132.1379465602 ,170.3467
132.1381774002 ,182.92
132.1384082402 ,183.56
132.1386390802 ,179.3333
132.1388699202 ,183.44
132.1391007602 ,186.52
132.1393316002 ,185.5333
132.1395624402 ,178.2933
132.1397932802 ,181.8933
132.1400241202 ,191.1867
132.1402549602 ,198.0133
132.1404858002 ,198.5867
132.1407166402 ,193.72
132.1409474802 ,194.7467
132.1411783202 ,198.9467
132.1414091602 ,198.2667
132.1416400002 ,194.8
132.1418708402 ,193.76
132.1421016802 ,190.28
132.1423325202 ,186.8133
132.1425633602 ,185.56
132.1427942002 ,189.4533
132.1430250402 ,200.8667
132.1432558802 ,194.6533
132.1434867202 ,172.3733
132.1437175602 ,152.8267
132.1439484002 ,152.4667
132.1441792402 ,152.9467
132.1444100802 ,156.9067
132.1446409202 ,157.8933
132.1448717602 ,159.5467
132.1451026002 ,158.48
132.1453334402 ,153.7733
132.1455642802 ,154.4933
132.1457951202 ,158.4533
132.1460259602 ,156.1067
132.1462568002 ,157.52
132.1464876402 ,154.5733
132.1467184802 ,151.7333
132.1469493202 ,154.0267
132.1471801602 ,150.7333
132.1474110002 ,114.6667
132.1476418402 ,138.96
132.1478726802 ,147.0267
132.1481035202 ,131.76
132.1483343602 ,135.4
132.1485652002 ,150.1467
132.1487960402 ,131.28
132.1490268802 ,134.44
132.1492577202 ,133.1867
132.1494885602 ,126.1733
132.1497194002 ,132.0667
132.1499502402 ,148.68
132.1501810802 ,158.2933
132.1504119202 ,160.04
132.1506427602 ,150.2267
132.1508736002 ,127.9067
132.1511044402 ,118.6533
132.1513352802 ,117.0533
132.1515661202 ,100.6533
132.1517969602 ,69.04
132.1520278002 ,104.7467
132.1522586402 ,136.7733
132.1524894802 ,118.7467
132.1527203202 ,127
132.1529511602 ,163.9067
132.1531820002 ,188.5733
132.1534128402 ,183.4933
132.1536436802 ,139.2267
132.1538745202 ,182.2533
132.1541053602 ,210.3867
132.1543362002 ,195.3467
132.1545670402 ,141.4933
132.1547978802 ,107.6
132.1550287202 ,106.4
132.1552595602 ,111.32
132.1554904002 ,85.52
132.1557212402 ,68.4267
132.1559520802 ,91.16
132.1561829202 ,152.1067
132.1564137602 ,188.7733
132.1566446002 ,143.6
132.1568754402 ,104.2267
132.1571062802 ,109.9733
132.1573371202 ,139.8133
132.1575679602 ,182.4667
132.1577988002 ,178.0667
132.1580296402 ,200.8267
132.1582604802 ,211.3467
132.1584913202 ,174.6267
132.1587221602 ,134.1733
132.1589530002 ,132.76
132.1591838402 ,187.6
132.1594146802 ,215.16
132.1596455202 ,202.7867
132.1598763602 ,191.9867
132.1601072002 ,193.0667
132.1603380402 ,182.4533
132.1605688802 ,175.56
132.1607997202 ,188.2667
132.1610305602 ,198.56
132.1612614002 ,160.7333
132.1614922402 ,108.5867
132.1617230802 ,90.6
132.1619539202 ,104.12
132.1621847602 ,95.48
132.1624156002 ,63.88
132.1626464402 ,68.4267
132.1628772802 ,148.88
132.1631081202 ,210.0267
132.1633389602 ,166.7467
132.1635698002 ,91.44
132.1638006402 ,73.5333
132.1640314802 ,117.5867
132.1642623202 ,118.52
132.1644931602 ,97.7333
132.1647240002 ,86.6933
132.1649548402 ,57.04
132.1651856802 ,54.64
132.1654165202 ,94.96
132.1656473602 ,140.0667
132.1658782002 ,123.4267
132.1661090402 ,123.64
132.1663398802 ,186.4267
132.1665707202 ,207.4133
132.1668015602 ,160.8
132.1670324002 ,89.0267
132.1672632402 ,82.1067
132.1674940802 ,86.1867
132.1677249202 ,112.7467
132.1679557602 ,145.52
132.1681866002 ,130.16
132.1684174402 ,111.56
132.1686482802 ,105.3733
132.1688791202 ,100
132.1691099602 ,107.6533
132.1693408002 ,129.1467
132.1695716402 ,137
132.1698024802 ,92.2
132.1700333202 ,71.08
132.1702641602 ,82.2933
132.1704950002 ,55.3467
132.1707258402 ,59.4533
132.1709566802 ,134.1467
132.1711875202 ,158.4533
132.1714183602 ,137.8267
132.1716492002 ,184.2533
132.1718800402 ,199.44
132.1721108802 ,186.72
132.1723417202 ,166.16
132.1725725602 ,187.2267
132.1728034002 ,178.8
132.1730342402 ,76.8667
132.1732650802 ,78.1867
132.1734959202 ,83.0267
132.1737267602 ,71.6133
132.1739576002 ,78.64
132.1741884402 ,67.0667
132.1744192802 ,100.48
132.1746501202 ,119.5733
132.1748809602 ,110.4133
132.1751118002 ,137.6667
132.1753426402 ,142.08
132.1755734802 ,98.48
132.1758043202 ,109.72
132.1760351602 ,198.6
132.1762660002 ,162.4667
132.1764968402 ,147.0933
132.1767276802 ,193.9733
132.1769585202 ,197.1733
132.1771893602 ,203.1467
132.1774202002 ,209.36
132.1776510402 ,204.84
132.1778818802 ,204.1733
132.1781127202 ,213.0133
132.1783435602 ,211.0533
132.1785744002 ,200.36
132.1788052402 ,192.8533
132.1790360802 ,201.5333
132.1792669202 ,163.6267
132.1794977602 ,127.4667
132.1797286002 ,150.1467
132.1799594402 ,145.88
132.1801902802 ,143.3733
132.1804211202 ,159.48
132.1806519602 ,152.0267
132.1808828002 ,88.4
132.1811136402 ,50.6667
132.1813444802 ,56.24
132.1815753202 ,51.0933
132.1818061602 ,51.32
132.1820370002 ,57.28
132.1822678402 ,55.3333
132.1824986802 ,87.8933
132.1827295202 ,88.32
132.1829603602 ,70
132.1831912002 ,73.1333
132.1834220402 ,175.9067
132.1836528802 ,186.68
132.1838837202 ,145.2667
132.1841145602 ,134.5867
132.1843454002 ,118.9467
132.1845762402 ,111.56
132.1848070802 ,110.2133
132.1850379202 ,135.5333
132.1852687602 ,172.2667
132.1854996002 ,184.36
132.1857304402 ,188.3867
132.1859612802 ,180.5067
132.1861921202 ,165.1067
132.1864229602 ,159.88
132.1866538002 ,185.4667
132.1868846402 ,187
132.1871154802 ,171.8933
132.1873463202 ,174.8933
132.1875771602 ,189.1867
132.1878080002 ,200.1867
132.1880388402 ,184.6
132.1882696802 ,142.6533
132.1885005202 ,112.52
132.1887313602 ,110.7333
132.1889622002 ,132.0133
132.1891930402 ,149.3733
132.1894238802 ,130.3867
132.1896547202 ,130.7067
132.1898855602 ,160.5467
132.1901164002 ,185.12
132.1903472402 ,158.0533
132.1905780802 ,130.96
132.1908089202 ,100.9067
132.1910397602 ,65.5733
132.1912706002 ,86.88
132.1915014402 ,168.3333
132.1917322802 ,165.52
132.1919631202 ,86.5733
132.1921939602 ,73.7467
132.1924248002 ,91.8667
132.1926556402 ,108.2267
132.1928864802 ,101.5733
132.1931173202 ,74.0933
132.1933481602 ,79.8933
132.1935790002 ,132.0933
132.1938098402 ,152.1467
132.1940406802 ,160.3467
132.1942715202 ,149.84
132.1945023602 ,106.7733
132.1947332002 ,77.56
132.1949640402 ,124.1733
132.1951948802 ,143.2267
132.1954257202 ,140.6667
132.1956565602 ,157.52
132.1958874002 ,198.9333
132.1961182402 ,169.8
132.1963490802 ,151.7467
132.1965799202 ,179.3733
132.1968107602 ,195.2933
132.1970416002 ,194
132.1972724402 ,196.5867
132.1975032802 ,182.3067
132.1977341202 ,84.52
132.1979649602 ,93.1467
132.1981958002 ,146.2133
132.1984266402 ,112.9067
132.1986574802 ,78.2267
132.1988883202 ,102.88
132.1991191602 ,71.04
132.1993500002 ,62.1333
132.1995808402 ,73.4533
132.1998116802 ,90.0133
132.2000425202 ,95.3867
132.2002733602 ,75.3333
132.2005042002 ,77.04
132.2007350402 ,93.2133
132.2009658802 ,105.36
132.2011967202 ,93.36
132.2014275602 ,72.3333
132.2016584002 ,64.4933
132.2018892402 ,68.6667
132.2021200802 ,86.8
132.2023509202 ,120.5867
132.2025817602 ,99.4667
132.2028126002 ,84.48
132.2030434402 ,164.6
132.2032742802 ,153.56
132.2035051202 ,88.4267
132.2037359602 ,73.3067
132.2039668002 ,76.6
132.2041976402 ,111.8267
132.2044284802 ,119.7467
132.2046593202 ,64
132.2048901602 ,67.8667
132.2051210002 ,131.96
132.2053518402 ,117.6267
132.2055826802 ,49.0533
132.2058135202 ,81.4267
132.2060443602 ,146.5333
132.2062752002 ,170.2133
132.2065060402 ,128.6133
132.2067368802 ,103.9467
132.2069677202 ,81.3733
132.2071985602 ,52.8267
132.2074294002 ,64.8933
132.2076602402 ,161.4667
132.2078910802 ,207.3333
132.2081219202 ,213.6667
132.2083527602 ,205.1467
132.2085836002 ,175.52
132.2088144402 ,116.12
132.2090452802 ,106.68
132.2092761202 ,149.7467
132.2095069602 ,176.1067
132.2097378002 ,141.84
132.2099686402 ,60.2
132.2101994802 ,48.7733
132.2104303202 ,68.7867
132.2106611602 ,98.2933
132.2108920002 ,103.6667
132.2111228402 ,103.24
132.2113536802 ,106.8267
132.2115845202 ,103.84
132.2118153602 ,99.28
132.2120462002 ,105.88
132.2122770402 ,104.1867
132.2125078802 ,100.6933
132.2127387202 ,117.12
132.2129695602 ,124.9067
132.2132004002 ,136.76
132.2134312402 ,146.9067
132.2136620802 ,141.72
132.2138929202 ,116.2533
132.2141237602 ,105.48
132.2143546002 ,139.6267
132.2145854402 ,139.64
132.2148162802 ,125.6533
132.2150471202 ,152.2667
132.2152779602 ,175.2133
132.2155088002 ,176.6133
132.2157396402 ,169.7733
132.2159704802 ,164.9067
132.2162013202 ,171.5867
132.2164321602 ,186.8533
132.2166630002 ,184.6533
132.2168938402 ,180.3867
132.2171246802 ,178.3067
132.2173555202 ,175.72
132.2175863602 ,173.3333
132.2178172002 ,201.04
132.2180480402 ,210.56
132.2182788802 ,210.1867
132.2185097202 ,219.1467
132.2187405602 ,175.4133
132.2189714002 ,93.16
132.2192022402 ,111.12
132.2194330802 ,134.7067
132.2196639202 ,157.3067
132.2198947602 ,150.7067
132.2201256002 ,108.92
132.2203564402 ,107.68
132.2205872802 ,131.7333
132.2208181202 ,147.2933
132.2210489602 ,152.8
132.2212798002 ,168.1867
132.2215106402 ,154.6267
132.2217414802 ,135.68
132.2219723202 ,136.88
132.2222031602 ,118.3867
132.2224340002 ,86.3733
132.2226648402 ,87.7733
132.2228956802 ,84.2933
132.2231265202 ,72.8
132.2233573602 ,60.1733
132.2235882002 ,59.44
132.2238190402 ,78.36
132.2240498802 ,86.12
132.2242807202 ,193.4667
132.2245115602 ,127.6
132.2247424002 ,90.8267
132.2249732402 ,108.5733
132.2252040802 ,109.56
132.2254349202 ,104.8
132.2256657602 ,91.7067
132.2258966002 ,87.0933
132.2261274402 ,87.4133
132.2263582802 ,92.76
132.2265891202 ,102.2267
132.2268199602 ,107.9467
132.2270508002 ,68.2133
132.2272816402 ,108.9067
132.2275124802 ,143.9067
132.2277433202 ,105.7333
132.2279741602 ,94.7067
132.2282050002 ,120.3733
132.2284358402 ,148.04
132.2286666802 ,108.4667
132.2288975202 ,63.9467
132.2291283602 ,65.8933
132.2293592002 ,63.1867
132.2295900402 ,120.84
132.2298208802 ,118.88
132.2300517202 ,101.28
132.2302825602 ,132.0133
132.2305134002 ,134.4267
132.2307442402 ,134.24
132.2309750802 ,154.0533
132.2312059202 ,112.8133
132.2314367602 ,113.04
132.2316676002 ,85.8
132.2318984402 ,84.3467
132.2321292802 ,101.0267
132.2323601202 ,84.0267
132.2325909602 ,67.92
132.2328218002 ,81.0133
132.2330526402 ,89.8933
132.2332834802 ,79.5733
132.2335143202 ,68.7467
132.2337451602 ,69.1067
132.2339760002 ,71.64
132.2342068402 ,74.4267
132.2344376802 ,71.8133
132.2346685202 ,64.8
132.2348993602 ,129.72
132.2351302002 ,183.0133
132.2353610402 ,112.72
132.2355918802 ,116.2267
132.2358227202 ,179.6267
132.2360535602 ,156.8133
132.2362844002 ,178.7333
132.2365152402 ,188.72
132.2367460802 ,181.8533
132.2369769202 ,177.72
132.2372077602 ,187.96
132.2374386002 ,201.7333
132.2376694402 ,206.0933
132.2379002802 ,184.7467
132.2381311202 ,133.76
132.2383619602 ,119.2667
132.2385928002 ,100.32
132.2388236402 ,110.9733
132.2390544802 ,207.1867
132.2392853202 ,214.2
132.2395161602 ,190.0533
132.2397470002 ,131.88
132.2399778402 ,51.5067
132.2402086802 ,75.8133
132.2404395202 ,81.7867
132.2406703602 ,100.8933
132.2409012002 ,186.8133
132.2411320402 ,214.56
132.2413628802 ,131.7333
132.2415937202 ,114.1467
132.2418245602 ,96.08
132.2420554002 ,114.3867
132.2422862402 ,180.2933
132.2425170802 ,209.4133
132.2427479202 ,168.32
132.2429787602 ,63.8533
132.2432096002 ,168.0667
132.2434404402 ,166.6933
132.2436712802 ,76.1333
