Final.depth_m,Grayscale
132.7058129602 ,73.72
132.7060438002 ,75.0133
132.7062746402 ,76.1333
132.7065054802 ,93.52
132.7067363202 ,90.6
132.7069671602 ,68.9467
132.7071980002 ,70.5867
132.7074288402 ,85.1733
132.7076596802 ,102.2267
132.7078905202 ,129.44
132.7081213602 ,115.4667
132.7083522002 ,130.9733
132.7085830402 ,165.4533
132.7088138802 ,194.8
132.7090447202 ,186.1067
132.7092755602 ,166.32
132.7095064002 ,101.8267
132.7097372402 ,34.9867
132.7099680802 ,40.3333
132.7101989202 ,83.8133
132.7104297602 ,111.0267
132.7106606002 ,91.2
132.7108914402 ,55.7333
132.7111222802 ,39.8
132.7113531202 ,41.92
132.7115839602 ,58.84
132.7118148002 ,81.8
132.7120456402 ,110.4
132.7122764802 ,96.2133
132.7125073202 ,79.8933
132.7127381602 ,118.4
132.7129690002 ,195.28
132.7131998402 ,205.84
132.7134306802 ,131.1733
132.7136615202 ,68.8933
132.7138923602 ,104.2267
132.7141232002 ,152.6933
132.7143540402 ,126.1467
132.7145848802 ,79.1067
132.7148157202 ,56.4933
132.7150465602 ,132.0133
132.7152774002 ,204.1867
132.7155082402 ,176.0933
132.7157390802 ,104.5467
132.7159699202 ,133.28
132.7162007602 ,183.1467
132.7164316002 ,177.48
132.7166624402 ,147.04
132.7168932802 ,99.5067
132.7171241202 ,74.28
132.7173549602 ,84.36
132.7175858002 ,103.7067
132.7178166402 ,118.9333
132.7180474802 ,124.8667
132.7182783202 ,101.9867
132.7185091602 ,78
132.7187400002 ,71.68
132.7189708402 ,86.72
132.7192016802 ,127.28
132.7194325202 ,154.0133
132.7196633602 ,146.6133
132.7198942002 ,120.44
132.7201250402 ,100.6
132.7203558802 ,125.5867
132.7205867202 ,142.9333
132.7208175602 ,93.5333
132.7210484002 ,48.16
132.7212792402 ,53.1333
132.7215100802 ,54.6933
132.7217409202 ,58.1467
132.7219717602 ,56.1733
132.7222026002 ,113.92
132.7224334402 ,166.2533
132.7226642802 ,161.8267
132.7228951202 ,131.84
132.7231259602 ,80.0667
132.7233568002 ,59.7867
132.7235876402 ,133.1467
132.7238184802 ,150.7067
132.7240493202 ,117.2533
132.7242801602 ,103.8533
132.7245110002 ,103.8667
132.7247418402 ,96.5467
132.7249726802 ,104.8133
132.7252035202 ,103.9067
132.7254343602 ,100.1467
132.7256652002 ,101.3333
132.7258960402 ,121.4533
132.7261268802 ,143.4533
132.7263577202 ,145.6
132.7265885602 ,122.7467
132.7268194002 ,123.9467
132.7270502402 ,92.3733
132.7272810802 ,77.8267
132.7275119202 ,89.5333
132.7277427602 ,66.48
132.7279736002 ,54.5467
132.7282044402 ,109.7067
132.7284352802 ,136.2533
132.7286661202 ,117.0667
132.7288969602 ,109.0933
132.7291278002 ,82.2533
132.7293586402 ,61.6933
132.7295894802 ,60.2133
132.7298203202 ,89.6933
132.7300511602 ,117.32
132.7302820002 ,92.9733
132.7305128402 ,70.2667
132.7307436802 ,76.3067
132.7309745202 ,87.5067
132.7312053602 ,79.2133
132.7314362002 ,78.12
132.7316670402 ,121.5067
132.7318978802 ,189.2933
132.7321287202 ,196.0933
132.7323595602 ,177.2667
132.7325904002 ,157.8
132.7328212402 ,150.0533
132.7330520802 ,154.8667
132.7332829202 ,173.3333
132.7335137602 ,177.8267
132.7337446002 ,165.4133
132.7339754402 ,137.5333
132.7342062802 ,146.5867
132.7344371202 ,177.6
132.7346679602 ,209.8267
132.7348988002 ,209.04
132.7351296402 ,199.5467
132.7353604802 ,156.84
132.7355913202 ,79.88
132.7358221602 ,47.48
132.7360530002 ,65.1067
132.7362838402 ,78.72
132.7365146802 ,114.7467
132.7367455202 ,116.5733
132.7369763602 ,83.3467
132.7372072002 ,70.12
132.7374380402 ,81.0133
132.7376688802 ,90.44
132.7378997202 ,95.8
132.7381305602 ,93.5067
132.7383614002 ,87.88
132.7385922402 ,79.6133
132.7388230802 ,88.8667
132.7390539202 ,91.3733
132.7392847602 ,92.2933
132.7395156002 ,96.3867
132.7397464402 ,100.6133
132.7399772802 ,132.4133
132.7402081202 ,161.4533
132.7404389602 ,183.2
132.7406698002 ,158.0667
132.7409006402 ,114.92
132.7411314802 ,68.96
132.7413623202 ,64.3067
132.7415931602 ,78.9467
132.7418240002 ,96.1733
132.7420548402 ,128.8667
132.7422856802 ,134.16
132.7425165202 ,132.7067
132.7427473602 ,119.28
132.7429782002 ,99.4933
132.7432090402 ,82.32
132.7434398802 ,80.44
132.7436707202 ,77.4267
132.7439015602 ,65.84
132.7441324002 ,65.28
132.7443632402 ,74.08
132.7445940802 ,70.3333
132.7448249202 ,65.7333
132.7450557602 ,79.1733
132.7452866002 ,122.04
132.7455174402 ,159.6667
132.7457482802 ,154.24
132.7459791202 ,139.2267
132.7462099602 ,104.1067
132.7464408002 ,89.56
132.7466716402 ,101.88
132.7469024802 ,89.9733
132.7471333202 ,77.5333
132.7473641602 ,87.6667
132.7475950002 ,126.48
132.7478258402 ,147.7467
132.7480566802 ,140.5333
132.7482875202 ,118.64
132.7485183602 ,94.0133
132.7487492002 ,87.1067
132.7489800402 ,87.0133
132.7492108802 ,95.6533
132.7494417202 ,93.2933
132.7496725602 ,80.6
132.7499034002 ,82.2
132.7501342402 ,87.6
132.7503650802 ,99.36
132.7505959202 ,112.72
132.7508267602 ,110.9333
132.7510576002 ,109.4933
132.7512884402 ,105.72
132.7515192802 ,100.8
132.7517501202 ,110
132.7519809602 ,107.0267
132.7522118002 ,106.32
132.7524426402 ,110.1467
132.7526734802 ,132.7333
132.7529043202 ,140.9333
132.7531351602 ,126.6667
132.7533660002 ,84.4133
132.7535968402 ,84.52
132.7538276802 ,89.48
132.7540585202 ,116.5333
132.7542893602 ,138.96
132.7545202002 ,135.6267
132.7547510402 ,122.8
132.7549818802 ,113.9333
132.7552127202 ,107.5467
132.7554435602 ,107.1733
132.7556744002 ,117.3067
132.7559052402 ,132.52
132.7561360802 ,132.64
132.7563669202 ,139.2933
132.7565977602 ,150.8267
132.7568286002 ,147.44
132.7570594402 ,116.2267
132.7572902802 ,114.1733
132.7575211202 ,117
132.7577519602 ,118.7867
132.7579828002 ,117.7867
132.7582136402 ,121.16
132.7584444802 ,109.04
132.7586753202 ,132.5867
132.7589061602 ,145.8267
132.7591370002 ,148.7733
132.7593678402 ,138.7467
132.7595986802 ,128.9333
132.7598295202 ,118.3467
132.7600603602 ,104.3067
132.7602912002 ,97.28
132.7605220402 ,112.2133
132.7607528802 ,122.16
132.7609837202 ,124.5867
132.7612145602 ,130.96
132.7614454002 ,150.8933
132.7616762402 ,157.64
132.7619070802 ,163.3067
132.7621379202 ,185.7333
132.7623687602 ,186.64
132.7625996002 ,172.04
132.7628304402 ,157.2667
132.7630612802 ,149.7733
132.7632921202 ,128.7067
132.7635229602 ,116.5733
132.7637538002 ,91.1467
132.7639846402 ,72.96
132.7642154802 ,72.8
132.7644463202 ,74.2533
132.7646771602 ,91.8533
132.7649080002 ,115.44
132.7651388402 ,125.3333
132.7653696802 ,100.4533
132.7656005202 ,77.3867
132.7658313602 ,92.0667
132.7660622002 ,133.8
132.7662930402 ,145.4
132.7665238802 ,122.2533
132.7667547202 ,107.88
132.7669855602 ,121.7733
132.7672164002 ,120.5867
132.7674472402 ,126.6667
132.7676780802 ,118.4533
132.7679089202 ,99.7467
132.7681397602 ,95.3867
132.7683706002 ,94.9867
132.7686014402 ,90.92
132.7688322802 ,106.96
132.7690631202 ,126.6
132.7692939602 ,142.4133
132.7695248002 ,144.7733
132.7697556402 ,130.92
132.7699864802 ,117.8267
132.7702173202 ,106.3867
132.7704481602 ,93.1733
132.7706790002 ,92.52
132.7709098402 ,92.64
132.7711406802 ,101.56
132.7713715202 ,98.92
132.7716023602 ,98.84
132.7718332002 ,93.28
132.7720640402 ,131.4533
132.7722948802 ,135.3733
132.7725257202 ,97.4933
132.7727565602 ,85.72
132.7729874002 ,117.12
132.7732182402 ,122.5333
132.7734490802 ,128.56
